Status,Section Name,Title,Dates,Location,Instructional Methods,Meeting Information,Faculty,Availability ,Credits,Course Types,Academic Level
Open,BIO-3210L-03 ,ADV ANATOMY/PHYS II LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 213 (LAB) ,"Zuim Dantas de Souza, Raissa 
Marolf, Cynthia J. ",13 / 24 / 0,1 Credits, ,Undergraduate
Open,BIO-3220-01 ,PARASITOLOGY,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 8:00-8:50 AM 1/9/2023 - 5/6/2023 ACK 213 (LEC) T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 213 (LAB) ","Dappen, Glen E. 
Prokupek-Pickett, Adrianne M. ",16 / 24 / 0,4 Credits, ,Undergraduate
Closed,BIO-3800-01 ,MOLECULAR GENETICS,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 007 (LEC) T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 107 (LAB) ","McKinney, Angela L. ",0 / 15 / 0,4 Credits,Discourse Instructive,Undergraduate
Open,BIO-3800-02 ,MOLECULAR GENETICS,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 007 (LEC) T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 107 (LAB) ","McKinney, Angela L. ",8 / 15 / 0,4 Credits,Discourse Instructive,Undergraduate
Open,BIO-3950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Prokupek-Pickett, Adrianne M. ",98 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,BIO-3970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Prokupek-Pickett, Adrianne M. ",95 / 99 / 0,2 to 3 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,BIO-3980-01 ,PRACTICUM,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Prokupek-Pickett, Adrianne M. ",99 / 99 / 0,2 to 3 Credits,Experiential Intensive,Undergraduate
Open,BIO-4610-01 ,EVOLUTION,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 ACK 111 (LEC) Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 115 (LAB) ","Arenz, Cody L. ",6 / 20 / 0,4 Credits,Discourse Instructive,Undergraduate
Open,BIO-4700-LOMA ,PATHOPHYSIOLOGY,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Staff-NURS, F. 
Liggett, Charlotte M. ",34 / 35 / 0,3 Credits,"Online
1ST 8-WEEK Session
Adult UG or Grad only sec
Human Hlth&Disease Thread",Undergraduate
Open,BIO-4750-01 ,IMMUNOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 12:00-12:50 PM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Isaacson, Jeffrey A. ",14 / 40 / 0,3 Credits,Human Hlth&Disease Thread,Undergraduate
Open,BIO-4990-01 ,SENIOR CAPSTONE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 3:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 109 (LEC) ","Gerald, Gary W. ",6 / 18 / 0,3 Credits,"Speaking Instructive
Writing Instructive",Undergraduate
Closed,BIO-4990-02 ,SENIOR CAPSTONE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 3:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 111 (LEC) ","Prokupek-Pickett, Adrianne M. ",0 / 18 / 0,3 Credits,"Speaking Instructive
Writing Instructive",Undergraduate
Open,BUSAD-2000-01 ,PRIN OF MARKETING,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:35-9:50 AM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Bomberger, Michael D. 
Khanzhyn, Viktor ",21 / 26 / 0,3 Credits, ,Undergraduate
Open,BUSAD-2000-02 ,PRIN OF MARKETING,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Bomberger, Michael D. 
Khanzhyn, Viktor ",20 / 26 / 0,3 Credits, ,Undergraduate
Open,BUSAD-2100-01 ,BUSINESS & ECON STATS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Melichar, Mark A. ",20 / 26 / 0,3 Credits, ,Undergraduate
Open,BUSAD-2150-LCMC1,SOCIAL MEDIA MARKETING,1/9/2023-4/25/2023,Distance (online),Online,1/9/2023 - 4/25/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",18 / 30 / 0,3 Credits,Online,Undergraduate
Open,BUSAD-2250-LCMC1,EMAIL MARKETING,1/9/2023-4/25/2023,Distance (online),Online,1/9/2023 - 4/25/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",26 / 30 / 0,3 Credits,Online,Undergraduate
Open,BUSAD-2300-01 ,BUS COMMUNICATION,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:35-9:50 AM 1/9/2023 - 5/6/2023 SC 220 (LEC) ","Bretz, Randall G. 
Khanzhyn, Viktor ",13 / 18 / 0,3 Credits,"Writing Instructive
Speaking Instructive",Undergraduate
Open,BUSAD-2300-N ,BUS COMMUNICATION,3/13/2023-5/6/2023,Lincoln,LECTURE,Th 6:00-10:00 PM 3/13/2023 - 5/6/2023 SC 242 (LEC) ,"Hardt, Greg F. ",5 / 18 / 0,3 Credits,"2ND 8-WEEK Session
Writing Instructive
Speaking Instructive",Undergraduate
Open,BUSAD-2300-OMA ,BUS COMMUNICATION,3/13/2023-5/6/2023,Distance (online),Online,Th 6:00-10:00 PM 3/13/2023 - 5/6/2023 (WEB) ,"Hardt, Greg F. ",5 / 18 / 0,3 Credits,"2ND 8-WEEK Session
Blended Online
Adult UG or Grad only sec
Writing Instructive
Speaking Instructive",Undergraduate
Open,BUSAD-2350-LCMC1,VIRAL/ORGANIC GROWTH,1/9/2023-4/25/2023,Distance (online),Online,1/9/2023 - 4/25/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",29 / 30 / 0,3 Credits,Online,Undergraduate
Open,BUSAD-2500-01 ,PRIN OF MANAGEMENT,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Hardt, Greg F. ",8 / 24 / 0,3 Credits,"Experiential Exploratory
Power Thread
Leadership Thread",Undergraduate
Open,BUSAD-2550-LCMC1,PROJECT PLANNING,1/9/2023-4/25/2023,Distance (online),Online,1/9/2023 - 4/25/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",29 / 30 / 0,3 Credits,Online,Undergraduate
Open,BUSAD-2700-01 ,BUSINESS LAW I,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:20-11:35 AM 1/9/2023 - 5/6/2023 SC 220 (LEC) ","Perry, James E. ",11 / 26 / 0,3 Credits, ,Undergraduate
Closed,BUSAD-3100-N ,MANAGING INFO SYSTEMS,1/9/2023-5/6/2023,Distance (online),Online,1/9/2023 - 5/6/2023 (WEB) ,"Romero, Ray D. ",0 / 26 / 0,3 Credits,"Online
Innovation Thread",Undergraduate
Open,BUSAD-3200-01 ,HUMAN RESOURCE MGT,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:35-1:50 PM 1/9/2023 - 5/6/2023 SC 225 (LEC) ","Hardt, Greg F. ",10 / 22 / 0,3 Credits,Writing Instructive,Undergraduate
Open,BUSAD-3200-N ,HUMAN RESOURCE MGT,1/9/2023-3/3/2023,Lincoln,LECTURE,W 6:00-10:00 PM 1/9/2023 - 3/3/2023 SC 242 (LEC) ,"Hardt, Greg F. ",7 / 22 / 0,3 Credits,"1ST 8-WEEK Session
Writing Instructive",Undergraduate
Open,BUSAD-3200-OMA ,HUMAN RESOURCE MGT,1/9/2023-3/3/2023,Distance (online),Online,W 6:00-10:00 PM 1/9/2023 - 3/3/2023 (WEB) ,"Hardt, Greg F. ",7 / 22 / 0,3 Credits,"Adult UG or Grad only sec
Blended Online
1ST 8-WEEK Session
Writing Instructive",Undergraduate
Open,BUSAD-3300-01 ,QUANTITATIVE METHODS,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:35-1:50 PM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Jackman, Thomas A. ",18 / 26 / 0,3 Credits, ,Undergraduate
Open,BUSAD-3350-LCMC1,SEO/SEM,1/9/2023-4/25/2023,Distance (online),Online,1/9/2023 - 4/25/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",28 / 30 / 0,3 Credits,Online,Undergraduate
Open,BUSAD-3650-LCMC2,PROJECT EXECUTION,1/9/2023-3/5/2023,Distance (online),Online,1/9/2023 - 3/5/2023 (WEB) ,"Staff-BUSEC, F. 
Hardt, Greg F. ",28 / 30 / 0,3 Credits,"Online
1ST 8-WEEK Session",Undergraduate
Open,BUSAD-3700-N ,FINANCIAL MANAGEMENT,1/9/2023-3/3/2023,Lincoln,LECTURE,T 6:00-10:00 PM 1/9/2023 - 3/3/2023 SC 242 (LEC) ,"Jackman, Thomas A. ",11 / 26 / 0,3 Credits,1ST 8-WEEK Session,Undergraduate
Open,BUSAD-3700-OMA ,FINANCIAL MANAGEMENT,1/9/2023-3/3/2023,Distance (online),Online,T 6:00-10:00 PM 1/9/2023 - 3/3/2023 (WEB) ,"Jackman, Thomas A. ",11 / 26 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Undergraduate
Open,BUSAD-3710-LCMC1,GEN PRIN FIN PLANNING,1/9/2023-3/5/2023,Distance (online),Online,1/9/2023 - 3/5/2023 (WEB) ,"Staff-BUSEC, F. 
Jackman, Thomas A. ",22 / 30 / 0,3 Credits,"Online
1ST 8-WEEK Session",Undergraduate
Open,BUSAD-3730-LCMC2,INVESTMENT PLANNING,1/9/2023-3/5/2023,Distance (online),Online,1/9/2023 - 3/5/2023 (WEB) ,"Staff-BUSEC, F. 
Jackman, Thomas A. ",29 / 30 / 0,3 Credits,1ST 8-WEEK Session,Undergraduate
Open,BUSAD-3750-LCMC3,RETIREMT/INCOME PLAN,3/6/2023-4/30/2023,Distance (online),Online,3/6/2023 - 4/30/2023 (WEB) ,"Staff-BUSEC, F. 
Jackman, Thomas A. ",28 / 30 / 0,3 Credits,"Online
2ND 8-WEEK Session",Undergraduate
Open,BUSAD-3800-01,INVESTMENTS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Jackman, Thomas A. ",22 / 26 / 0,3 Credits, ,Undergraduate
Open,BUSAD-3850-01 ,PORTF MNGMT: STU INVEST GRP,1/9/2023-5/6/2023,Lincoln,LECTURE,W 12:00-12:50 PM 1/9/2023 - 5/6/2023 SC 242 (LEC) ,"Jackman, Thomas A. ",14 / 18 / 0,1 Credits,Experiential Intensive,Undergraduate
Open,BUSAD-4100-N ,ADV HUM RESOURCE MGT,3/13/2023-5/6/2023,Lincoln,LECTURE,T 6:00-10:00 PM 3/13/2023 - 5/6/2023 SC 222 (LEC) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",24 / 26 / 0,3 Credits,2ND 8-WEEK Session,Undergraduate
Open,BUSAD-4100-OMA ,ADV HUM RESOURCE MGT,3/13/2023-5/6/2023,Distance (online),Online,T 6:00-10:00 PM 3/13/2023 - 5/6/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",24 / 26 / 0,3 Credits,"Adult UG or Grad only sec
Blended Online
2ND 8-WEEK Session",Undergraduate
Open,BUSAD-4250-LCMC3,ADV PROJECT MANAGEMENT,3/6/2023-4/30/2023,Distance (online),Online,3/6/2023 - 4/30/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",28 / 30 / 0,3 Credits,"Online
2ND 8-WEEK Session",Undergraduate
Open,BUSAD-4300-N ,INTL MARKETING,1/9/2023-3/3/2023,Lincoln,LECTURE,W 6:00-10:00 PM 1/9/2023 - 3/3/2023 SC 220 (LEC) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",12 / 20 / 0,3 Credits,"1ST 8-WEEK Session
Mlang Electives
Speaking Instructive
Reflected Self Thread
Going Global Thread",Undergraduate
Open,BUSAD-4300-OMA ,INTL MARKETING,1/9/2023-3/3/2023,Distance (online),Online,W 6:00-10:00 PM 1/9/2023 - 3/3/2023 (WEB) ,"Staff-BUSEC, F. 
Khanzhyn, Viktor ",12 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session
Mlang Electives
Speaking Instructive
Reflected Self Thread
Going Global Thread",Undergraduate
Open,BUSAD-4500-01 ,ADV FINANCIAL SEMINAR,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-2:50 PM 1/9/2023 - 5/6/2023 SC 242 (LEC) ","Jackman, Thomas A. ",23 / 26 / 0,3 Credits, ,Undergraduate
Open,BUSAD-4600-01 ,BUSINESS ETHICS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 SC 235 (LEC) ","Skirry, Justin J. ",6 / 20 / 0,3 Credits,"Speaking Instructive
Justice Thread",Undergraduate
Open,BUSAD-4600-N ,BUSINESS ETHICS,3/13/2023-5/6/2023,Lincoln,LECTURE,Th 6:00-10:00 PM 3/13/2023 - 5/6/2023 SC 225 (LEC) ,"Lang, Tammie S. 
Khanzhyn, Viktor ",14 / 20 / 0,3 Credits,"2ND 8-WEEK Session
Speaking Instructive
Justice Thread",Undergraduate
Open,BUSAD-4600-OMA ,BUSINESS ETHICS,3/13/2023-5/6/2023,Distance (online),Online,Th 6:00-10:00 PM 3/13/2023 - 5/6/2023 (WEB) ,"Lang, Tammie S. 
Khanzhyn, Viktor ",14 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
2ND 8-WEEK Session
Speaking Instructive
Justice Thread",Undergraduate
Open,BUSAD-4800-01 ,STRATEGIC MANAGEMENT,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:35-1:50 PM 1/9/2023 - 5/6/2023 SC 220 (LEC) ","Romero, Ray D. ",7 / 22 / 0,3 Credits,Writing Instructive,Undergraduate
Open,BUSAD-4800-N ,STRATEGIC MANAGEMENT,3/13/2023-5/6/2023,Lincoln,LECTURE,T 6:00-10:00 PM 3/13/2023 - 5/6/2023 SC 242 (LEC) ,"Hardt, Greg F. ",14 / 22 / 0,3 Credits,"2ND 8-WEEK Session
Writing Instructive",Undergraduate
Open,BUSAD-4800-OMA ,STRATEGIC MANAGEMENT,3/13/2023-5/6/2023,Distance (online),Online,T 6:00-10:00 PM 3/13/2023 - 5/6/2023 (WEB) ,"Hardt, Greg F. ",14 / 22 / 0,3 Credits,"Adult UG or Grad only sec
Blended Online
2ND 8-WEEK Session
Writing Instructive",Undergraduate
Open,BUSAD-4950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Jackman, Thomas A. ",99 / 99 / 0,1 to 3 Credits, ,Undergraduate
Open,BUSAD-4960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Perry, James E. ",99 / 99 / 0,1 to 3 Credits, ,Undergraduate
Open,BUSAD-4970-N ,BUSINESS INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Jackman, Thomas A. ",33 / 35 / 0,3 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,BUSAD-5000-L ,MENTORING EXPERIENCE,1/9/2023-5/6/2023,Distance (online),Online,1/9/2023 - 5/6/2023 (WEB) ,"Romero, Ray D. ",34 / 40 / 0,0 Credits,"Adult UG or Grad only sec
Online",Graduate
Open,BUSAD-5010-L ,THE LANGUAGE OF BUSINESS,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Lang, Tammie S. 
Romero, Ray D. ",19 / 20 / 0,2 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,BUSAD-5030-L ,"SELF AWARENESS,ADAPT&AUTHENTI",1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Romero, Ray D. ",15 / 20 / 0,1 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,BUSAD-5110-L1 ,MARKETING MANAGEMENT,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",Th 6:00-10:00 PM 1/9/2023 - 3/3/2023 SC 225 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Lang, Tammie S. 
Romero, Ray D. ",16 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,BUSAD-5110-L2 ,MARKETING MANAGEMENT,1/9/2023-3/3/2023,Distance (online),Online,Th 6:00-10:00 PM 1/9/2023 - 3/3/2023 (WEB) ,"Staff-BUSEC, F. 
Romero, Ray D. ",16 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,BUSAD-5220-L1 ,RISK MANAGEMENT,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",T 6:00-10:00 PM 1/9/2023 - 3/3/2023 SC 225 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Long, Amy M. 
Romero, Ray D. ",18 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,BUSAD-5220-L2 ,RISK MANAGEMENT,1/9/2023-3/3/2023,Distance (online),Online,T 6:00-10:00 PM 1/9/2023 - 3/3/2023 (WEB) ,"Long, Amy M. 
Romero, Ray D. ",18 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,BUSAD-5230-L1 ,PROJECT MANAGEMENT,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",T 6:00-10:00 PM 3/13/2023 - 5/6/2023 SC 225 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Soderholm, Pamela L. 
Romero, Ray D. ",17 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,BUSAD-5230-L2 ,PROJECT MANAGEMENT,3/13/2023-5/6/2023,Distance (online),Online,T 6:00-10:00 PM 3/13/2023 - 5/6/2023 (WEB) ,"Soderholm, Pamela L. 
Romero, Ray D. ",17 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,BUSAD-5260-L1 ,ORGANIZATIONAL BEHAVIOR,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",M 6:00-10:00 PM 3/13/2023 - 5/6/2023 SC 225 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Yankech, James A. 
Romero, Ray D. ",16 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,BUSAD-5260-L2 ,ORGANIZATIONAL BEHAVIOR,3/13/2023-5/6/2023,Distance (online),Online,M 6:00-10:00 PM 3/13/2023 - 5/6/2023 (WEB) ,"Yankech, James A. 
Romero, Ray D. ",16 / 20 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,BUSAD-5260X-L1 ,ORGANIZATIONAL BEHAVIOR,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",M 6:00-10:00 PM 3/13/2023 - 5/6/2023 SC 225 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Yankech, James A. 
Romero, Ray D. ",16 / 20 / 0,3 Credits,"Blended Classroom
2ND 8-WEEK Session",Undergraduate
Open,BUSAD-5260X-L2 ,ORGANIZATIONAL BEHAVIOR,3/13/2023-5/6/2023,Distance (online),Online,M 6:00-10:00 PM 3/13/2023 - 5/6/2023 (WEB) ,"Yankech, James A. 
Romero, Ray D. ",16 / 20 / 0,3 Credits,"Online
2ND 8-WEEK Session",Undergraduate
Open,BUSAD-5500-L1 ,BUSINESS STRATEGY,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",W 6:00-10:00 PM 1/9/2023 - 3/3/2023 SC 222 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Romero, Ray D. ",18 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,BUSAD-5500-L2 ,BUSINESS STRATEGY,1/9/2023-3/3/2023,Distance (online),Online,W 6:00-10:00 PM 1/9/2023 - 3/3/2023 (WEB) ,"Romero, Ray D. ",18 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,CHEM-1110-01 ,CHEMICAL PRINCIPLES I,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 12:00-12:50 PM 1/9/2023 - 5/6/2023 ACK 109 (LEC) ","Pande, Seema P. ",38 / 40 / 0,3 Credits,Science With Lab,Undergraduate
Open,CHEM-1110L-01 ,CHEMICAL PRIN I LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 307 (LAB) ,"Pande, Seema P. ",20 / 24 / 0,1 Credits,Science With Lab,Undergraduate
Open,CHEM-1120-01 ,CHEM PRINCIPLES II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 ACK 207 (LEC) ","Pande, Seema P. ",30 / 35 / 0,3 Credits, ,Undergraduate
Open,CHEM-1120-02 ,CHEM PRINCIPLES II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Treichel, David A. ",14 / 35 / 0,3 Credits, ,Undergraduate
Open,CHEM-1120-03 ,CHEM PRINCIPLES II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 207 (LEC) ","Fackler, Nathanael L. ",20 / 35 / 0,3 Credits, ,Undergraduate
Open,CHEM-1120L-01 ,CHEMICAL PRINC II LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 311 (LAB) ,"Treichel, David A. ",10 / 24 / 0,1 Credits, ,Undergraduate
Open,CHEM-1120L-02 ,CHEMICAL PRINC II LAB,1/9/2023-5/6/2023,Lincoln,LAB,T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 311 (LAB) ,"Pande, Seema P. ",18 / 24 / 0,1 Credits, ,Undergraduate
Open,CHEM-1120L-03 ,CHEMICAL PRINC II LAB,1/9/2023-5/6/2023,Lincoln,LAB,Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 311 (LAB) ,"Pande, Seema P. ",17 / 24 / 0,1 Credits, ,Undergraduate
Open,CHEM-1120L-04 ,CHEMICAL PRINC II LAB,1/9/2023-5/6/2023,Lincoln,LAB,Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 311 (LAB) ,"Treichel, David A. ",12 / 24 / 0,1 Credits, ,Undergraduate
Open,CHEM-2100-01 ,ORGANIC CHEMISTRY I ,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ","Arnold-Johnson, Pamela A. ",23 / 35 / 0,3 Credits, ,Undergraduate
Open,CHEM-2100-02 ,ORGANIC CHEMISTRY I ,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 11:00-11:50 AM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ","Arnold-Johnson, Pamela A. ",34 / 35 / 0,3 Credits, ,Undergraduate
Open,CHEM-2100-03 ,ORGANIC CHEMISTRY I ,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 218 (LEC) ","Weskamp, Kaitlin T. ",16 / 26 / 0,3 Credits, ,Undergraduate
Open,CHEM-2100L-01 ,ORGANIC CHEM I LAB ,1/9/2023-5/6/2023,Lincoln,"LAB
LECTURE",T 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 315 (LAB) F 3:00-3:50 PM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ,"Arnold-Johnson, Pamela A. ",16 / 21 / 0,1 Credits, ,Undergraduate
Open,CHEM-2100L-02 ,ORGANIC CHEM I LAB ,1/9/2023-5/6/2023,Lincoln,"LAB
LECTURE",T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 315 (LAB) F 3:00-3:50 PM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ,"Arnold-Johnson, Pamela A. ",17 / 21 / 0,1 Credits, ,Undergraduate
Open,CHEM-2100L-03 ,ORGANIC CHEM I LAB ,1/9/2023-5/6/2023,Lincoln,"LAB
LECTURE",Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 315 (LAB) F 3:00-3:50 PM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ,"Fackler, Nathanael L. ",15 / 21 / 0,1 Credits, ,Undergraduate
Open,CHEM-2100L-04 ,ORGANIC CHEM I LAB ,1/9/2023-5/6/2023,Lincoln,"LAB
LECTURE",Th 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 315 (LAB) F 3:00-3:50 PM 1/9/2023 - 5/6/2023 OLIN LH-B (LEC) ,"Arnold-Johnson, Pamela A. ",19 / 21 / 0,1 Credits, ,Undergraduate
Closed,CHEM-2500-01 ,INTRO TO NEUROSCIENCE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 ACK 109 (LEC) ","Weskamp, Kaitlin T. ",0 / 25 / 0,3 Credits,Human Hlth&Disease Thread,Undergraduate
Open,CHEM-2800-01 ,INTRO TO RESEARCH,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB",T 12:00-12:50 PM 1/9/2023 - 5/6/2023 ACK 320 (LEC) 1/9/2023 - 5/6/2023 ACK 321 (LAB) ,"Fackler, Nathanael L. ",13 / 16 / 0,2 Credits,Experiential Exploratory,Undergraduate
Open,CHEM-2910-02 ,STOCKRM ASST EXP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Fackler, Nathanael L. ",99 / 99 / 0,1 Credits,Experiential Exploratory,Undergraduate
Open,CHEM-2920-01 ,TEACH ASSIST EXP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Arnold-Johnson, Pamela A. ",99 / 99 / 0,1 Credits,Experiential Exploratory,Undergraduate
